,Disney,Netflix
2016,7.355371901,1.99368843
2017,7.277389277,4.754129033
2018,9.728965004,8.696026828
2019,10.68854065,11.17311628
2020,-2.389432485,13.55864836
2021,2.677930306,23.062278
2022,3.861956522,19.46687931
